locus|CommonName
AT4G14530|AT4G14530
AT4G14600|AT4G14600
AT4G14615|AT4G14615
AT4G14650|AT4G14650
AT4G14695|AT4G14695
AT4G14740|AT4G14740
AT4G14746|AT4G14746
AT4G14780|AT4G14780
AT4G14805|AT4G14805
AT4G14819|AT4G14819
AT4G14820|AT4G14820
AT4G14840|AT4G14840
AT4G14900|AT4G14900
AT4G14905|AT4G14905
AT4G14920|AT4G14920
AT4G14930|AT4G14930
AT4G14970|AT4G14970
AT4G14980|AT4G14980
AT4G14990|AT4G14990
AT4G15000|AT4G15000
AT4G15010|AT4G15010
AT4G15020|AT4G15020
AT4G15030|AT4G15030
AT4G15040|AT4G15040
AT4G15053|AT4G15053
AT4G15056|AT4G15056
AT4G15070|AT4G15070
AT4G15075|AT4G15075
AT4G15080|AT4G15080
AT4G15120|AT4G15120
AT4G15140|AT4G15140
AT4G15150|AT4G15150
AT4G15160|AT4G15160
AT4G15165|AT4G15165
AT4G15240|AT4G15240
AT4G15250|AT4G15250
AT4G15260|AT4G15260
AT4G15270|AT4G15270
AT4G15290|AT4G15290
AT4G15350|AT4G15350
AT4G15370|AT4G15370
AT4G15390|AT4G15390
AT4G15396|AT4G15396
AT4G15420|AT4G15420
AT4G15430|AT4G15430
AT4G15450|AT4G15450
AT4G15460|AT4G15460
AT4G15475|AT4G15475
AT4G15520|AT4G15520
AT4G15545|AT4G15545
AT4G15563|AT4G15563
AT4G15590|AT4G15590
AT4G15610|AT4G15610
AT4G15620|AT4G15620
AT4G15630|AT4G15630
AT4G15640|AT4G15640
AT4G15650|AT4G15650
AT4G15660|AT4G15660
AT4G15670|AT4G15670
AT4G15680|AT4G15680
AT4G15690|AT4G15690
AT4G15700|AT4G15700
AT4G15710|AT4G15710
AT4G15730|AT4G15730
AT4G15735|AT4G15735
AT4G15740|AT4G15740
AT4G15750|AT4G15750
AT4G15765|AT4G15765
AT4G15770|AT4G15770
AT4G15790|AT4G15790
AT4G15810|AT4G15810
AT4G15820|AT4G15820
AT4G15830|AT4G15830
AT4G15840|AT4G15840
AT4G15860|AT4G15860
AT4G15885|AT4G15885
AT4G15890|AT4G15890
AT4G15930|AT4G15930
AT4G15940|AT4G15940
AT4G15953|AT4G15953
AT4G15955|AT4G15955
AT4G15960|AT4G15960
AT4G15970|AT4G15970
AT4G15975|AT4G15975
AT4G15980|AT4G15980
AT4G15990|AT4G15990
AT4G16000|AT4G16000
AT4G16008|AT4G16008
AT4G16010|AT4G16010
AT4G16015|AT4G16015
AT4G16020|AT4G16020
AT4G16024|AT4G16024
AT4G16030|AT4G16030
AT4G16050|AT4G16050
AT4G16060|AT4G16060
AT4G16070|AT4G16070
AT4G16080|AT4G16080
AT4G16090|AT4G16090
AT4G16100|AT4G16100
AT4G16140|AT4G16140
AT4G16141|AT4G16141
AT4G16146|AT4G16146
AT4G16150|AT4G16150
AT4G16155|AT4G16155
AT4G16162|AT4G16162
AT4G16165|AT4G16165
AT4G16180|AT4G16180
AT4G16190|AT4G16190
AT4G16195|AT4G16195
AT4G16200|AT4G16200
AT4G16215|AT4G16215
AT4G16220|AT4G16220
AT4G16240|AT4G16240
AT4G16260|AT4G16260
AT4G16270|AT4G16270
AT4G16330|AT4G16330
AT4G16360|AT4G16360
AT4G16380|AT4G16380
AT4G16400|AT4G16400
AT4G16442|AT4G16442
AT4G16444|AT4G16444
AT4G16447|AT4G16447
AT4G16450|AT4G16450
AT4G16451|AT4G16451
AT4G16460|AT4G16460
AT4G16470|AT4G16470
AT4G16490|AT4G16490
AT4G16510|AT4G16510
AT4G16530|AT4G16530
AT4G16540|AT4G16540
AT4G16550|AT4G16550
AT4G16560|AT4G16560
AT4G16563|AT4G16563
AT4G16580|AT4G16580
AT4G16610|AT4G16610
AT4G16630|AT4G16630
AT4G16640|AT4G16640
AT4G16650|AT4G16650
AT4G16660|AT4G16660
AT4G16670|AT4G16670
AT4G16680|AT4G16680
AT4G16695|AT4G16695
AT4G16710|AT4G16710
AT4G16720|AT4G16720
AT4G16745|AT4G16745
AT4G16750|AT4G16750
AT4G16765|AT4G16765
AT4G16770|AT4G16770
AT4G16790|AT4G16790
AT4G16800|AT4G16800
AT4G16807|AT4G16807
AT4G16810|AT4G16810
AT4G16830|AT4G16830
AT4G16835|AT4G16835
AT4G16840|AT4G16840
AT4G16850|AT4G16850
AT4G16855|AT4G16855
AT4G16870|AT4G16870
AT4G16880|AT4G16880
AT4G16900|AT4G16900
AT4G16910|AT4G16910
AT4G16915|AT4G16915
AT4G16920|AT4G16920
AT4G16930|AT4G16930
AT4G16935|AT4G16935
AT4G16940|AT4G16940
AT4G16960|AT4G16960
AT4G16970|AT4G16970
AT4G16980|AT4G16980
AT4G17000|AT4G17000
AT4G17010|AT4G17010
AT4G17020|AT4G17020
AT4G17070|AT4G17070
AT4G17080|AT4G17080
AT4G17085|AT4G17085
AT4G17100|AT4G17100
AT4G17140|AT4G17140
AT4G17150|AT4G17150
AT4G17180|AT4G17180
AT4G17210|AT4G17210
AT4G17215|AT4G17215
AT4G17240|AT4G17240
AT4G17245|AT4G17245
AT4G17250|AT4G17250
AT4G17260|AT4G17260
AT4G17270|AT4G17270
AT4G17280|AT4G17280
AT4G17310|AT4G17310
AT4G17350|AT4G17350
AT4G17360|AT4G17360
AT4G17370|AT4G17370
AT4G17390|AT4G17390
AT4G17410|AT4G17410
AT4G17420|AT4G17420
AT4G17430|AT4G17430
AT4G17440|AT4G17440
AT4G17450|AT4G17450
AT4G17470|AT4G17470
AT4G17480|AT4G17480
AT4G17483|AT4G17483
AT4G17486|AT4G17486
AT4G17505|AT4G17505
AT4G17520|AT4G17520
AT4G17540|AT4G17540
AT4G17560|AT4G17560
AT4G17565|AT4G17565
AT4G17587|AT4G17587
AT4G17610|AT4G17610
AT4G17616|AT4G17616
AT4G17620|AT4G17620
AT4G17650|AT4G17650
AT4G17660|AT4G17660
AT4G17670|AT4G17670
AT4G17680|AT4G17680
AT4G17713|AT4G17713
AT4G17718|AT4G17718
AT4G17720|AT4G17720
AT4G17740|AT4G17740
AT4G17760|AT4G17760
AT4G17780|AT4G17780
AT4G17790|AT4G17790
AT4G17810|AT4G17810
AT4G17820|AT4G17820
AT4G17830|AT4G17830
AT4G17840|AT4G17840
AT4G17860|AT4G17860
AT4G17900|AT4G17900
AT4G17910|AT4G17910
AT4G17920|AT4G17920
AT4G17940|AT4G17940
AT4G17960|AT4G17960
AT4G18030|AT4G18030
AT4G18060|AT4G18060
AT4G18070|AT4G18070
AT4G18080|AT4G18080
AT4G18090|AT4G18090
AT4G18100|AT4G18100
AT4G18150|AT4G18150
AT4G18180|AT4G18180
AT4G18190|AT4G18190
AT4G18205|AT4G18205
AT4G18220|AT4G18220
AT4G18230|AT4G18230
AT4G18250|AT4G18250
AT4G18260|AT4G18260
AT4G18280|AT4G18280
AT4G18300|AT4G18300
AT4G18310|AT4G18310
AT4G18320|AT4G18320
AT4G18330|AT4G18330
AT4G18340|AT4G18340
AT4G18372|AT4G18372
AT4G18375|AT4G18375
AT4G18380|AT4G18380
AT4G18395|AT4G18395
AT4G18400|AT4G18400
AT4G18410|AT4G18410
AT4G18422|AT4G18422
AT4G18425|AT4G18425
AT4G18440|AT4G18440
AT4G18450|AT4G18450
AT4G18460|AT4G18460
AT4G18465|AT4G18465
AT4G18490|AT4G18490
AT4G18500|AT4G18500
AT4G18501|AT4G18501
AT4G18530|AT4G18530
AT4G18540|AT4G18540
AT4G18570|AT4G18570
AT4G18580|AT4G18580
AT4G18590|AT4G18590
AT4G18593|AT4G18593
AT4G18596|AT4G18596
AT4G18620|AT4G18620
AT4G18630|AT4G18630
AT4G18650|AT4G18650
AT4G18660|AT4G18660
AT4G18670|AT4G18670
AT4G18690|AT4G18690
AT4G18740|AT4G18740
AT4G18810|AT4G18810
AT4G18820|AT4G18820
AT4G18823|AT4G18823
AT4G18840|AT4G18840
AT4G18860|AT4G18860
AT4G18870|AT4G18870
AT4G18900|AT4G18900
AT4G18905|AT4G18905
AT4G18920|AT4G18920
AT4G18930|AT4G18930
AT4G18940|AT4G18940
AT4G18950|AT4G18950
AT4G18970|AT4G18970
AT4G18975|AT4G18975
AT4G19006|AT4G19006
AT4G19010|AT4G19010
AT4G19045|AT4G19045
AT4G19050|AT4G19050
AT4G19060|AT4G19060
AT4G19070|AT4G19070
AT4G19080|AT4G19080
AT4G19090|AT4G19090
AT4G19095|AT4G19095
AT4G19110|AT4G19110
AT4G19112|AT4G19112
AT4G19130|AT4G19130
AT4G19140|AT4G19140
AT4G19150|AT4G19150
AT4G19160|AT4G19160
AT4G19190|AT4G19190
AT4G19191|AT4G19191
AT4G19200|AT4G19200
AT4G19220|AT4G19220
AT4G19240|AT4G19240
AT4G19260|AT4G19260
AT4G19360|AT4G19360
AT4G19370|AT4G19370
AT4G19380|AT4G19380
AT4G19390|AT4G19390
AT4G19400|AT4G19400
AT4G19410|AT4G19410
AT4G19420|AT4G19420
AT4G19430|AT4G19430
AT4G19440|AT4G19440
AT4G19450|AT4G19450
AT4G19460|AT4G19460
AT4G19470|AT4G19470
AT4G19480|AT4G19480
AT4G19500|AT4G19500
AT4G19510|AT4G19510
AT4G19520|AT4G19520
AT4G19530|AT4G19530
AT4G19550|AT4G19550
AT4G19570|AT4G19570
AT4G19580|AT4G19580
AT4G19590|AT4G19590
AT4G19610|AT4G19610
AT4G19630|AT4G19630
AT4G19645|AT4G19645
AT4G19650|AT4G19650
AT4G19670|AT4G19670
AT4G19690|AT4G19690
AT4G19720|AT4G19720
AT4G19820|AT4G19820
AT4G19829|AT4G19829
AT4G19830|AT4G19830
AT4G19860|AT4G19860
AT4G19865|AT4G19865
AT4G19870|AT4G19870
AT4G19880|AT4G19880
AT4G19890|AT4G19890
AT4G19900|AT4G19900
AT4G19910|AT4G19910
AT4G19920|AT4G19920
AT4G19925|AT4G19925
AT4G19940|AT4G19940
AT4G19950|AT4G19950
AT4G19970|AT4G19970
AT4G19985|AT4G19985
AT4G20000|AT4G20000
AT4G20006|AT4G20006
AT4G20030|AT4G20030
AT4G20040|AT4G20040
AT4G20080|AT4G20080
AT4G20095|AT4G20095
AT4G20150|AT4G20150
AT4G20190|AT4G20190
AT4G20220|AT4G20220
AT4G20230|AT4G20230
AT4G20250|AT4G20250
AT4G20290|AT4G20290
AT4G20300|AT4G20300
AT4G20310|AT4G20310
AT4G20320|AT4G20320
AT4G20325|AT4G20325
AT4G20330|AT4G20330
AT4G20340|AT4G20340
AT4G20350|AT4G20350
AT4G20365|AT4G20365
AT4G20390|AT4G20390
AT4G20420|AT4G20420
AT4G20430|AT4G20430
AT4G20450|AT4G20450
AT4G20460|AT4G20460
AT4G20470|AT4G20470
AT4G20480|AT4G20480
AT4G20490|AT4G20490
AT4G20500|AT4G20500
AT4G20510|AT4G20510
AT4G20690|AT4G20690
AT4G20715|AT4G20715
AT4G20720|AT4G20720
AT4G20730|AT4G20730
AT4G20760|AT4G20760
AT4G20770|AT4G20770
AT4G20800|AT4G20800
AT4G20810|AT4G20810
AT4G20820|AT4G20820
AT4G20830|AT4G20830
AT4G20840|AT4G20840
AT4G20860|AT4G20860
AT4G20880|AT4G20880
AT4G20920|AT4G20920
AT4G20930|AT4G20930
AT4G20970|AT4G20970
AT4G20980|AT4G20980
AT4G21040|AT4G21040
AT4G21050|AT4G21050
AT4G21065|AT4G21065
AT4G21105|AT4G21105
AT4G21110|AT4G21110
AT4G21140|AT4G21140
AT4G21170|AT4G21170
AT4G21192|AT4G21192
AT4G21213|AT4G21213
AT4G21215|AT4G21215
AT4G21250|AT4G21250
AT4G21300|AT4G21300
AT4G21310|AT4G21310
AT4G21323|AT4G21323
AT4G21420|AT4G21420
AT4G21445|AT4G21445
AT4G21450|AT4G21450
AT4G21460|AT4G21460
AT4G21500|AT4G21500
AT4G21520|AT4G21520
AT4G21570|AT4G21570
AT4G21580|AT4G21580
AT4G21620|AT4G21620
AT4G21630|AT4G21630
AT4G21640|AT4G21640
AT4G21650|AT4G21650
AT4G21660|AT4G21660
AT4G21700|AT4G21700
AT4G21705|AT4G21705
AT4G21720|AT4G21720
AT4G21740|AT4G21740
AT4G21745|AT4G21745
AT4G21770|AT4G21770
AT4G21780|AT4G21780
AT4G21820|AT4G21820
AT4G21865|AT4G21865
AT4G21870|AT4G21870
AT4G21880|AT4G21880
AT4G21890|AT4G21890
AT4G21902|AT4G21902
AT4G21903|AT4G21903
AT4G21910|AT4G21910
AT4G21920|AT4G21920
AT4G21926|AT4G21926
AT4G21930|AT4G21930
AT4G21950|AT4G21950
AT4G21970|AT4G21970
AT4G22000|AT4G22000
AT4G22030|AT4G22030
AT4G22050|AT4G22050
AT4G22105|AT4G22105
AT4G22110|AT4G22110
AT4G22115|AT4G22115
AT4G22120|AT4G22120
AT4G22160|AT4G22160
AT4G22170|AT4G22170
AT4G22190|AT4G22190
AT4G22212|AT4G22212
AT4G22214|AT4G22214
AT4G22217|AT4G22217
AT4G22230|AT4G22230
AT4G22235|AT4G22235
AT4G22240|AT4G22240
AT4G22250|AT4G22250
AT4G22280|AT4G22280
AT4G22285|AT4G22285
AT4G22290|AT4G22290
AT4G22305|AT4G22305
AT4G22310|AT4G22310
AT4G22320|AT4G22320
AT4G22350|AT4G22350
AT4G22360|AT4G22360
AT4G22370|AT4G22370
AT4G22380|AT4G22380
AT4G22390|AT4G22390
AT4G22410|AT4G22410
AT4G22420|AT4G22420
AT4G22440|AT4G22440
AT4G22460|AT4G22460
AT4G22470|AT4G22470
AT4G22485|AT4G22485
AT4G22490|AT4G22490
AT4G22505|AT4G22505
AT4G22510|AT4G22510
AT4G22520|AT4G22520
AT4G22530|AT4G22530
AT4G22560|AT4G22560
AT4G22580|AT4G22580
AT4G22592|AT4G22592
AT4G22630|AT4G22630
AT4G22640|AT4G22640
AT4G22660|AT4G22660
AT4G22666|AT4G22666
AT4G22720|AT4G22720
AT4G22730|AT4G22730
AT4G22740|AT4G22740
AT4G22758|AT4G22758
AT4G22760|AT4G22760
AT4G22790|AT4G22790
AT4G22800|AT4G22800
AT4G22820|AT4G22820
AT4G22830|AT4G22830
AT4G22840|AT4G22840
AT4G22850|AT4G22850
AT4G22860|AT4G22860
AT4G22900|AT4G22900
AT4G22940|AT4G22940
AT4G22960|AT4G22960
AT4G22980|AT4G22980
AT4G22990|AT4G22990
AT4G23000|AT4G23000
AT4G23030|AT4G23030
AT4G23040|AT4G23040
AT4G23050|AT4G23050
AT4G23090|AT4G23090
AT4G23110|AT4G23110
AT4G23271|AT4G23271
AT4G23330|AT4G23330
AT4G23340|AT4G23340
AT4G23360|AT4G23360
AT4G23370|AT4G23370
AT4G23380|AT4G23380
AT4G23390|AT4G23390
AT4G23420|AT4G23420
AT4G23440|AT4G23440
AT4G23460|AT4G23460
AT4G23470|AT4G23470
AT4G23490|AT4G23490
AT4G23493|AT4G23493
AT4G23500|AT4G23500
AT4G23510|AT4G23510
AT4G23515|AT4G23515
AT4G23520|AT4G23520
AT4G23530|AT4G23530
AT4G23540|AT4G23540
AT4G23560|AT4G23560
AT4G23590|AT4G23590
AT4G23610|AT4G23610
AT4G23620|AT4G23620
AT4G23670|AT4G23670
AT4G23680|AT4G23680
AT4G23720|AT4G23720
AT4G23730|AT4G23730
AT4G23740|AT4G23740
AT4G23760|AT4G23760
AT4G23770|AT4G23770
AT4G23780|AT4G23780
AT4G23820|AT4G23820
AT4G23840|AT4G23840
AT4G23860|AT4G23860
AT4G23870|AT4G23870
AT4G23880|AT4G23880
AT4G23882|AT4G23882
AT4G23885|AT4G23885
AT4G23895|AT4G23895
AT4G23910|AT4G23910
AT4G23930|AT4G23930
AT4G23950|AT4G23950
AT4G23960|AT4G23960
AT4G23970|AT4G23970
AT4G24015|AT4G24015
AT4G24026|AT4G24026
AT4G24050|AT4G24050
AT4G24060|AT4G24060
AT4G24090|AT4G24090
AT4G24100|AT4G24100
AT4G24110|AT4G24110
AT4G24130|AT4G24130
AT4G24140|AT4G24140
AT4G24160|AT4G24160
AT4G24170|AT4G24170
AT4G24175|AT4G24175
AT4G24200|AT4G24200
AT4G24231|AT4G24231
AT4G24265|AT4G24265
AT4G24275|AT4G24275
AT4G24290|AT4G24290
AT4G24310|AT4G24310
AT4G24320|AT4G24320
AT4G24330|AT4G24330
AT4G24340|AT4G24340
AT4G24350|AT4G24350
AT4G24370|AT4G24370
AT4G24380|AT4G24380
AT4G24410|AT4G24410
AT4G24420|AT4G24420
AT4G24430|AT4G24430
AT4G24440|AT4G24440
AT4G24480|AT4G24480
AT4G24530|AT4G24530
AT4G24590|AT4G24590
AT4G24600|AT4G24600
AT4G24610|AT4G24610
AT4G24630|AT4G24630
AT4G24700|AT4G24700
AT4G24710|AT4G24710
AT4G24730|AT4G24730
AT4G24750|AT4G24750
AT4G24760|AT4G24760
AT4G24780|AT4G24780
AT4G24790|AT4G24790
AT4G24805|AT4G24805
AT4G24810|AT4G24810
AT4G24820|AT4G24820
AT4G24830|AT4G24830
AT4G24840|AT4G24840
AT4G24860|AT4G24860
AT4G24880|AT4G24880
AT4G24910|AT4G24910
AT4G24920|AT4G24920
AT4G24930|AT4G24930
AT4G24950|AT4G24950
AT4G24970|AT4G24970
AT4G24973|AT4G24973
AT4G24974|AT4G24974
AT4G24975|AT4G24975
AT4G25020|AT4G25020
AT4G25030|AT4G25030
AT4G25070|AT4G25070
AT4G25090|AT4G25090
AT4G25150|AT4G25150
AT4G25160|AT4G25160
AT4G25170|AT4G25170
AT4G25180|AT4G25180
AT4G25210|AT4G25210
AT4G25225|AT4G25225
AT4G25250|AT4G25250
AT4G25260|AT4G25260
AT4G25280|AT4G25280
AT4G25290|AT4G25290
AT4G25300|AT4G25300
AT4G25310|AT4G25310
AT4G25315|AT4G25315
AT4G25330|AT4G25330
AT4G25370|AT4G25370
AT4G25390|AT4G25390
AT4G25410|AT4G25410
AT4G25430|AT4G25430
AT4G25433|AT4G25433
AT4G25510|AT4G25510
AT4G25530|AT4G25530
AT4G25550|AT4G25550
AT4G25580|AT4G25580
AT4G25600|AT4G25600
AT4G25610|AT4G25610
AT4G25620|AT4G25620
AT4G25660|AT4G25660
AT4G25680|AT4G25680
AT4G25692|AT4G25692
AT4G25707|AT4G25707
AT4G25710|AT4G25710
AT4G25730|AT4G25730
AT4G25740|AT4G25740
AT4G25770|AT4G25770
AT4G25780|AT4G25780
AT4G25790|AT4G25790
AT4G25800|AT4G25800
AT4G25830|AT4G25830
AT4G25835|AT4G25835
AT4G25845|AT4G25845
AT4G25870|AT4G25870
AT4G25890|AT4G25890
AT4G25900|AT4G25900
AT4G25920|AT4G25920
AT4G25930|AT4G25930
AT4G25940|AT4G25940
AT4G25980|AT4G25980
AT4G26005|AT4G26005
AT4G26010|AT4G26010
AT4G26020|AT4G26020
AT4G26040|AT4G26040
AT4G26055|AT4G26055
AT4G26060|AT4G26060
AT4G26120|AT4G26120
AT4G26130|AT4G26130
AT4G26170|AT4G26170
AT4G26190|AT4G26190
AT4G26210|AT4G26210
AT4G26230|AT4G26230
AT4G26240|AT4G26240
AT4G26288|AT4G26288
AT4G26310|AT4G26310
AT4G26360|AT4G26360
AT4G26370|AT4G26370
AT4G26380|AT4G26380
AT4G26390|AT4G26390
AT4G26400|AT4G26400
AT4G26410|AT4G26410
AT4G26420|AT4G26420
AT4G26440|AT4G26440
AT4G26450|AT4G26450
AT4G26460|AT4G26460
AT4G26470|AT4G26470
AT4G26480|AT4G26480
AT4G26490|AT4G26490
AT4G26540|AT4G26540
AT4G26550|AT4G26550
AT4G26555|AT4G26555
AT4G26580|AT4G26580
AT4G26600|AT4G26600
AT4G26620|AT4G26620
AT4G26630|AT4G26630
AT4G26650|AT4G26650
AT4G26660|AT4G26660
AT4G26670|AT4G26670
AT4G26680|AT4G26680
AT4G26701|AT4G26701
AT4G26710|AT4G26710
AT4G26730|AT4G26730
AT4G26770|AT4G26770
AT4G26790|AT4G26790
AT4G26800|AT4G26800
AT4G26810|AT4G26810
AT4G26820|AT4G26820
AT4G26830|AT4G26830
AT4G26860|AT4G26860
AT4G26870|AT4G26870
AT4G26910|AT4G26910
AT4G26930|AT4G26930
AT4G26940|AT4G26940
AT4G26950|AT4G26950
AT4G26960|AT4G26960
AT4G26965|AT4G26965
AT4G26980|AT4G26980
AT4G26990|AT4G26990
AT4G27020|AT4G27020
AT4G27050|AT4G27050
AT4G27090|AT4G27090
AT4G27100|AT4G27100
AT4G27120|AT4G27120
AT4G27130|AT4G27130
AT4G27140|AT4G27140
AT4G27150|AT4G27150
AT4G27160|AT4G27160
AT4G27170|AT4G27170
AT4G27190|AT4G27190
AT4G27220|AT4G27220
AT4G27240|AT4G27240
AT4G27250|AT4G27250
AT4G27270|AT4G27270
AT4G27280|AT4G27280
AT4G27290|AT4G27290
AT4G27300|AT4G27300
AT4G27330|AT4G27330
AT4G27340|AT4G27340
AT4G27350|AT4G27350
AT4G27360|AT4G27360
AT4G27380|AT4G27380
AT4G27390|AT4G27390
AT4G27420|AT4G27420
AT4G27435|AT4G27435
AT4G27450|AT4G27450
AT4G27480|AT4G27480
AT4G27510|AT4G27510
AT4G27530|AT4G27530
AT4G27560|AT4G27560
AT4G27570|AT4G27570
AT4G27580|AT4G27580
AT4G27585|AT4G27585
AT4G27590|AT4G27590
AT4G27595|AT4G27595
AT4G27597|AT4G27597
AT4G27610|AT4G27610
AT4G27620|AT4G27620
AT4G27640|AT4G27640
AT4G27652|AT4G27652
AT4G27654|AT4G27654
AT4G27657|AT4G27657
AT4G27660|AT4G27660
AT4G27680|AT4G27680
AT4G27700|AT4G27700
AT4G27720|AT4G27720
AT4G27740|AT4G27740
AT4G27745|AT4G27745
AT4G27790|AT4G27790
AT4G27810|AT4G27810
AT4G27840|AT4G27840
AT4G27850|AT4G27850
AT4G27870|AT4G27870
AT4G27880|AT4G27880
AT4G27890|AT4G27890
AT4G27900|AT4G27900
AT4G27980|AT4G27980
AT4G28000|AT4G28000
AT4G28005|AT4G28005
AT4G28020|AT4G28020
AT4G28025|AT4G28025
AT4G28030|AT4G28030
AT4G28060|AT4G28060
AT4G28068|AT4G28068
AT4G28070|AT4G28070
AT4G28080|AT4G28080
AT4G28085|AT4G28085
AT4G28088|AT4G28088
AT4G28090|AT4G28090
AT4G28100|AT4G28100
AT4G28130|AT4G28130
AT4G28140|AT4G28140
AT4G28150|AT4G28150
AT4G28160|AT4G28160
AT4G28170|AT4G28170
AT4G28180|AT4G28180
AT4G28200|AT4G28200
AT4G28230|AT4G28230
AT4G28240|AT4G28240
AT4G28260|AT4G28260
AT4G28290|AT4G28290
AT4G28300|AT4G28300
AT4G28310|AT4G28310
AT4G28330|AT4G28330
AT4G28340|AT4G28340
AT4G28360|AT4G28360
AT4G28397|AT4G28397
AT4G28400|AT4G28400
AT4G28405|AT4G28405
AT4G28410|AT4G28410
AT4G28420|AT4G28420
AT4G28430|AT4G28430
AT4G28440|AT4G28440
AT4G28450|AT4G28450
AT4G28460|AT4G28460
AT4G28480|AT4G28480
AT4G28550|AT4G28550
AT4G28564|AT4G28564
AT4G28570|AT4G28570
AT4G28650|AT4G28650
AT4G28670|AT4G28670
AT4G28690|AT4G28690
AT4G28703|AT4G28703
AT4G28706|AT4G28706
AT4G28740|AT4G28740
AT4G28770|AT4G28770
AT4G28775|AT4G28775
AT4G28780|AT4G28780
AT4G28790|AT4G28790
AT4G28800|AT4G28800
AT4G28811|AT4G28811
AT4G28815|AT4G28815
AT4G28820|AT4G28820
AT4G28830|AT4G28830
AT4G28850|AT4G28850
AT4G28890|AT4G28890
AT4G28900|AT4G28900
AT4G28940|AT4G28940
AT4G28970|AT4G28970
AT4G28990|AT4G28990
AT4G29000|AT4G29000
AT4G29020|AT4G29020
AT4G29030|AT4G29030
AT4G29070|AT4G29070
AT4G29100|AT4G29100
AT4G29103|AT4G29103
AT4G29110|AT4G29110
AT4G29120|AT4G29120
AT4G29200|AT4G29200
AT4G29240|AT4G29240
AT4G29250|AT4G29250
AT4G29260|AT4G29260
AT4G29270|AT4G29270
AT4G29305|AT4G29305
AT4G29310|AT4G29310
AT4G29360|AT4G29360
AT4G29370|AT4G29370
AT4G29390|AT4G29390
AT4G29400|AT4G29400
AT4G29410|AT4G29410
AT4G29420|AT4G29420
AT4G29440|AT4G29440
AT4G29450|AT4G29450
AT4G29480|AT4G29480
AT4G29490|AT4G29490
AT4G29520|AT4G29520
AT4G29530|AT4G29530
AT4G29548|AT4G29548
AT4G29550|AT4G29550
AT4G29560|AT4G29560
AT4G29570|AT4G29570
AT4G29580|AT4G29580
AT4G29590|AT4G29590
AT4G29600|AT4G29600
AT4G29610|AT4G29610
AT4G29620|AT4G29620
AT4G29640|AT4G29640
AT4G29650|AT4G29650
AT4G29658|AT4G29658
AT4G29680|AT4G29680
AT4G29690|AT4G29690
AT4G29700|AT4G29700
AT4G29710|AT4G29710
AT4G29735|AT4G29735
AT4G29750|AT4G29750
AT4G29760|AT4G29760
AT4G29770|AT4G29770
AT4G29780|AT4G29780
AT4G29790|AT4G29790
AT4G29850|AT4G29850
AT4G29870|AT4G29870
AT4G29890|AT4G29890
AT4G29905|AT4G29905
AT4G29930|AT4G29930
AT4G29950|AT4G29950
AT4G29960|AT4G29960
AT4G29980|AT4G29980
AT4G29990|AT4G29990
AT4G30000|AT4G30000
AT4G30010|AT4G30010
AT4G30020|AT4G30020
AT4G30050|AT4G30050
AT4G30060|AT4G30060
AT4G30067|AT4G30067
AT4G30074|AT4G30074
AT4G30090|AT4G30090
AT4G30097|AT4G30097
AT4G30100|AT4G30100
AT4G30130|AT4G30130
AT4G30150|AT4G30150
AT4G30170|AT4G30170
AT4G30180|AT4G30180
AT4G30230|AT4G30230
AT4G30240|AT4G30240
AT4G30250|AT4G30250
AT4G30310|AT4G30310
AT4G30320|AT4G30320
AT4G30330|AT4G30330
AT4G30380|AT4G30380
AT4G30390|AT4G30390
AT4G30400|AT4G30400
AT4G30410|AT4G30410
AT4G30420|AT4G30420
AT4G30450|AT4G30450
AT4G30460|AT4G30460
AT4G30470|AT4G30470
AT4G30490|AT4G30490
AT4G30500|AT4G30500
AT4G30540|AT4G30540
AT4G30570|AT4G30570
AT4G30590|AT4G30590
AT4G30600|AT4G30600
AT4G30620|AT4G30620
AT4G30630|AT4G30630
AT4G30640|AT4G30640
AT4G30650|AT4G30650
AT4G30660|AT4G30660
AT4G30662|AT4G30662
AT4G30670|AT4G30670
AT4G30680|AT4G30680
AT4G30690|AT4G30690
AT4G30730|AT4G30730
AT4G30740|AT4G30740
AT4G30750|AT4G30750
AT4G30760|AT4G30760
AT4G30770|AT4G30770
AT4G30780|AT4G30780
AT4G30790|AT4G30790
AT4G30800|AT4G30800
AT4G30820|AT4G30820
AT4G30825|AT4G30825
AT4G30830|AT4G30830
AT4G30840|AT4G30840
AT4G30845|AT4G30845
AT4G30880|AT4G30880
AT4G30900|AT4G30900
AT4G30910|AT4G30910
AT4G30940|AT4G30940
AT4G30970|AT4G30970
AT4G30990|AT4G30990
AT4G30993|AT4G30993
AT4G31000|AT4G31000
AT4G31020|AT4G31020
AT4G31030|AT4G31030
AT4G31040|AT4G31040
AT4G31060|AT4G31060
AT4G31070|AT4G31070
AT4G31080|AT4G31080
AT4G31100|AT4G31100
AT4G31110|AT4G31110
AT4G31115|AT4G31115
AT4G31130|AT4G31130
AT4G31136|AT4G31136
AT4G31140|AT4G31140
AT4G31150|AT4G31150
AT4G31170|AT4G31170
AT4G31180|AT4G31180
AT4G31196|AT4G31196
AT4G31200|AT4G31200
AT4G31210|AT4G31210
AT4G31230|AT4G31230
AT4G31250|AT4G31250
AT4G31270|AT4G31270
AT4G31310|AT4G31310
AT4G31320|AT4G31320
AT4G31330|AT4G31330
AT4G31340|AT4G31340
